样本id,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,收率
771,300,,405.0,700,21.0,30.0,,,23.0,103,0.0,104,0.2,1.0,104.0,2.0,105.0,0.2,200,1.0,50.0,9.0,5.0,3.0,80.0,4.0,73,1.0,320.0,3.5,3.5,1.0,6.0,80,8.0,45.0,3.5,,,1200.0,0.15,440,0.93
12,300,,405.0,700,15.0,24.0,,,16.5,100,17.5,102,0.2,18.5,102.0,19.5,102.0,0.2,300,0.5,30.0,9.0,5.0,0.5,70.0,1.0,78,1.0,310.0,3.5,3.5,1.5,,60,16.5,40.0,1.5,1.5,,800.0,0.15,420,0.9229999999999999
873,300,,405.0,700,17.0,21.0,17.5,74.0,19.0,100,20.0,102,0.2,21.0,104.0,22.0,102.0,0.2,300,0.5,50.0,9.0,5.0,2.0,70.0,2.5,75,0.3333333333333333,300.0,3.5,3.5,1.5,13.0,65,17.0,45.0,1.5,1.5,,800.0,0.15,400,0.8909999999999999
1068,300,,405.0,700,6.0,24.0,,,7.5,100,8.5,101,0.2,9.5,102.0,10.5,101.0,0.2,300,0.5,50.0,10.0,5.0,12.0,70.0,12.5,78,1.0,350.0,3.5,3.5,1.5,21.5,65,23.0,45.0,1.5,1.5,,800.0,0.15,420,0.9229999999999999
87,300,,405.0,700,22.0,29.0,,,0.0,102,1.0,103,0.2,2.0,104.0,3.0,105.0,0.2,200,1.0,50.0,9.0,5.0,4.0,78.0,5.0,73,1.0,320.0,3.5,3.5,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.9470000000000001
779,300,,405.0,700,6.0,29.0,,,8.0,102,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,4.0,,,1200.0,0.15,440,0.93
1061,300,,405.0,700,11.0,24.0,,,12.5,100,13.5,101,0.2,14.5,103.0,15.5,103.0,0.2,300,0.5,50.0,10.0,5.0,17.0,70.0,17.5,78,1.0,340.0,3.5,3.5,1.0,1.5,65,4.0,45.0,1.5,1.5,,800.0,0.15,420,0.9470000000000001
1976,300,,405.0,700,6.0,29.0,,,8.0,102,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,1.5,1.6666666666666667,1.3333333333333333,1200.0,0.15,440,0.943
1083,300,,405.0,700,17.0,23.0,,,18.5,100,19.5,102,0.2,20.5,103.0,21.5,102.0,0.2,300,0.5,50.0,10.0,5.0,23.0,70.0,23.5,78,1.0,340.0,3.5,3.5,1.5,9.5,65,12.0,45.0,1.5,1.5,,800.0,0.15,400,0.8909999999999999
1066,300,,405.0,700,10.5,21.0,,,12.0,100,13.0,102,0.2,14.0,104.0,15.0,105.0,0.2,300,0.5,50.0,9.0,5.0,16.5,70.0,17.0,78,1.0,340.0,3.5,3.5,1.0,1.5,65,8.0,45.0,1.5,1.5,,800.0,0.15,420,0.9229999999999999
783,300,,405.0,700,14.0,29.0,,,16.0,102,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,4.0,,,1200.0,0.15,440,0.93
1436,300,,405.0,700,21.5,24.0,,,23.0,100,0.0,102,0.2,1.0,102.0,2.0,103.0,0.2,300,0.5,30.0,9.0,5.0,5.5,70.0,6.0,78,1.0,300.0,3.5,3.5,1.5,16.5,60,19.5,40.0,1.5,1.5,,800.0,0.15,420,0.935
563,300,,405.0,700,18.0,29.0,,,20.0,101,21.0,103,0.2,22.0,104.0,23.0,105.0,0.2,200,1.0,50.0,9.0,5.0,0.0,80.0,1.0,73,1.0,320.0,3.5,3.5,1.0,3.0,80,5.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.902
210,300,,405.0,700,14.0,30.0,,,16.0,100,17.0,103,0.2,18.0,105.0,19.0,107.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.9590000000000001
1173,300,,405.0,700,6.0,29.0,,,8.0,102,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,79.0,13.0,72,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9359999999999999
740,300,,405.0,700,22.0,27.0,,,23.5,102,0.5,104,0.2,1.5,105.0,2.5,106.0,0.2,200,1.0,50.0,9.0,5.0,3.5,80.0,5.5,73,1.0,320.0,3.5,3.5,1.0,6.5,80,8.0,45.0,4.0,,,1200.0,0.15,440,0.93
595,300,,405.0,700,4.0,24.0,,,5.75,100,6.75,102,0.2,7.75,103.0,8.75,105.0,0.2,200,1.0,50.0,9.0,5.0,9.75,80.0,10.25,70,1.0,330.0,3.5,3.5,1.0,12.25,70,14.333333333333334,40.0,1.6666666666666667,1.0,,800.0,0.15,400,0.902
124,300,,405.0,700,10.5,21.0,,,12.0,100,13.0,101,0.2,14.0,105.0,15.0,108.0,0.2,200,1.0,50.0,10.0,5.0,16.5,70.0,17.0,80,1.0,380.0,3.5,3.5,1.0,19.0,75,21.0,48.0,1.5,2.0,,800.0,0.15,400,0.8909999999999999
735,300,,405.0,700,6.0,28.0,,,8.0,102,9.0,104,0.2,10.0,105.0,11.0,106.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,4.0,,,1200.0,0.15,440,0.93
932,300,,405.0,700,21.5,37.0,21.666666666666668,80.0,23.0,100,0.0,102,0.2,1.0,102.0,2.0,102.0,0.2,300,0.5,50.0,9.0,5.0,7.5,70.0,8.0,75,0.5,370.0,3.5,3.5,2.0,16.5,65,21.0,25.0,1.5,1.5,,800.0,0.15,440,0.9670000000000001
1599,200,,270.0,470,15.0,34.0,,,16.5,100,17.5,102,0.2,18.5,104.0,19.5,105.0,0.2,200,0.5,50.0,9.0,5.0,21.0,70.0,21.5,78,1.0,290.0,3.5,3.5,1.0,8.5,65,11.0,45.0,1.0,1.0,,800.0,0.15,400,0.8909999999999999
99,300,,405.0,700,11.0,29.0,,,13.0,102,13.0,103,0.2,14.0,104.0,15.0,105.0,0.2,200,2.0,50.0,9.0,5.0,17.0,78.0,18.0,73,1.0,320.0,3.5,3.5,1.0,20.0,80,22.0,45.0,1.5,1.5,0.5,1200.0,0.15,420,0.9470000000000001
378,300,,405.0,700,2.0,30.0,2.1666666666666665,80.0,3.5,100,4.5,102,0.2,5.5,102.0,6.5,102.0,0.2,300,0.5,50.0,10.0,5.0,12.5,70.0,13.0,75,0.5,370.0,3.5,3.5,1.0,21.0,52,23.0,39.0,1.5,1.5,,800.0,0.15,440,0.9620000000000001
131,300,,405.0,700,22.0,29.0,,,0.0,102,1.0,103,0.2,2.0,104.0,3.0,105.0,0.2,200,1.0,50.0,9.0,5.0,4.0,79.0,5.0,76,1.0,320.0,3.5,3.5,1.0,7.0,75,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.983
1724,300,,405.0,700,6.0,30.0,,,8.0,101,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,1.5,1.5,1.5,1200.0,0.15,420,0.971
24,300,,405.0,700,14.0,21.0,,,15.5,100,16.5,102,0.2,17.5,103.0,18.5,104.0,0.2,300,0.5,35.0,9.0,5.0,20.0,70.0,20.5,78,1.0,310.0,3.5,3.5,1.5,8.0,65,12.0,40.0,1.5,1.5,,800.0,0.15,400,0.879
1408,300,,405.0,700,15.0,20.0,,,16.5,100,17.5,102,0.12,18.5,102.0,19.5,104.0,0.2,300,0.5,40.0,9.0,5.0,0.5,70.0,1.0,78,1.0,300.0,3.5,3.5,1.5,12.5,62,16.0,42.0,1.0,1.5,,800.0,0.15,420,0.935
1886,300,,405.0,700,14.0,29.0,,,16.0,101,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,78.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.902
556,300,,405.0,700,8.0,29.0,,,10.0,102,11.0,104,0.2,12.0,105.0,13.0,106.0,0.2,200,1.0,50.0,9.0,5.0,14.0,78.0,15.0,73,1.0,320.0,3.5,3.5,1.0,17.0,80,19.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.902
371,300,,405.0,700,8.5,35.0,8.666666666666666,80.0,10.0,100,11.0,103,0.2,12.0,103.0,13.0,102.0,0.2,300,0.5,50.0,10.0,5.0,15.5,70.0,16.0,75,0.5,370.0,3.5,3.5,2.0,2.0,45,8.0,24.0,1.5,1.5,,800.0,0.15,440,0.9670000000000001
1537,300,,405.0,700,5.5,97.0,,,7.666666666666667,100,8.666666666666666,102,0.2,9.666666666666666,103.0,10.666666666666666,104.0,0.2,300,0.3333333333333333,50.0,9.0,5.0,11.666666666666666,75.0,12.166666666666666,70,,350.0,3.5,3.5,2.0,18.5,65,23.0,45.0,1.5,1.5,,800.0,0.15,400,0.902
384,300,,405.0,700,12.0,39.0,12.25,80.0,13.666666666666666,100,14.666666666666666,102,0.2,15.666666666666666,104.0,16.666666666666668,104.0,0.2,300,0.5,50.0,9.0,5.0,21.5,70.0,22.0,75,0.5,370.0,3.5,3.5,1.5,8.0,65,10.5,40.0,1.5,1.5,,800.0,0.15,420,0.935
202,300,,405.0,700,22.0,29.0,,,0.0,101,1.0,103,0.2,2.0,104.0,3.0,105.0,0.2,200,1.0,50.0,9.0,5.0,4.0,80.0,5.0,73,1.0,320.0,3.5,3.5,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.925
918,300,,405.0,700,12.5,38.0,12.666666666666666,80.0,14.0,100,15.0,103,0.2,16.0,104.0,17.0,102.0,0.2,300,0.5,50.0,10.0,5.0,18.0,70.0,18.5,75,0.5,370.0,3.5,3.5,2.0,2.0,51,8.0,24.0,1.5,1.5,,800.0,0.15,420,0.935
369,300,,405.0,700,12.0,37.0,12.25,80.0,13.833333333333334,100,14.833333333333334,103,0.2,15.833333333333334,104.0,16.833333333333332,103.0,0.2,300,0.5,50.0,9.0,5.0,21.5,70.0,22.0,75,0.5,370.0,3.5,3.5,1.0,8.0,65,10.5,45.0,1.5,1.5,,800.0,0.15,420,0.9470000000000001
974,300,,405.0,700,10.5,21.0,,,12.0,100,13.0,102,0.2,14.0,104.0,15.0,105.0,0.2,150,0.3333333333333333,30.0,9.0,5.0,16.0,70.0,16.5,79,0.5,300.0,3.5,3.5,1.0,18.0,65,22.5,45.0,1.5,1.5833333333333333,,900.0,0.15,420,0.935
1579,300,,405.0,700,6.0,20.0,,,7.0,100,8.0,105,0.2,9.0,107.0,10.0,107.0,0.2,300,0.5,50.0,9.0,5.0,11.083333333333334,70.0,11.583333333333334,75,0.9166666666666666,350.0,3.5,3.5,1.0,13.5,71,15.5,45.0,1.3333333333333333,1.3333333333333333,,900.0,0.15,420,0.9470000000000001
1635,300,,405.0,700,6.0,29.0,,,8.0,103,9.0,104,0.2,10.0,105.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,78.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.902
388,300,,405.0,700,22.0,23.0,,,23.0,100,0.0,104,0.2,1.0,105.0,2.0,108.0,0.2,300,0.5,50.0,9.0,5.0,3.0,70.0,3.5,80,1.0,310.0,3.5,3.5,1.0,6.0,65,8.0,45.0,1.1666666666666667,1.1666666666666667,,900.0,0.15,400,0.902
817,300,,405.0,700,21.0,27.0,,,23.0,102,0.0,104,0.2,1.0,105.0,2.0,106.0,0.2,200,1.0,50.0,9.0,5.0,3.0,80.0,4.0,73,1.0,320.0,3.5,3.5,1.0,6.0,80,8.0,45.0,4.0,,,1200.0,0.15,440,0.93
1317,300,,405.0,700,6.0,30.0,,,8.0,102,9.0,104,0.2,10.0,105.0,11.0,106.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,4.0,,,1200.0,0.15,440,0.93
1715,300,,405.0,700,23.0,19.0,,,0.5,100,1.5,103,0.2,2.5,105.0,3.5,108.0,0.2,200,1.0,50.0,10.0,5.0,5.0,71.0,5.5,79,1.0,380.0,3.5,3.5,1.0,7.5,75,9.5,45.0,1.5,1.5,,800.0,0.15,400,0.8909999999999999
257,300,,405.0,700,14.0,27.0,,,16.0,102,17.0,104,0.2,18.0,105.0,19.0,106.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,4.0,,,1200.0,0.15,460,0.973
1631,300,,405.0,700,22.0,29.0,,,0.0,102,1.0,103,0.2,2.0,104.0,3.0,105.0,0.2,200,1.0,50.0,9.0,5.0,4.0,78.0,5.0,73,1.0,320.0,3.5,3.5,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.935
1222,300,,405.0,700,14.0,29.0,,,16.0,102,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,79,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9470000000000001
1120,300,,405.0,700,1.0,29.0,,,3.0,102,4.0,103,0.2,5.0,104.0,6.0,105.0,0.2,200,1.0,50.0,9.0,5.0,7.0,79.0,8.0,73,1.0,320.0,3.5,3.5,1.0,10.0,80,12.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.9470000000000001
1473,300,,405.0,700,21.0,21.0,,,22.0,100,23.0,102,0.2,0.0,103.0,1.0,104.0,0.2,300,0.5,50.0,9.0,5.0,4.0,70.0,4.5,75,0.5,360.0,3.5,3.5,1.5,15.5,65,21.0,45.0,1.5,2.0,,800.0,0.15,400,0.902
1700,300,,405.0,700,14.0,29.0,,,16.0,102,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,78.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,6.0,45.0,1.5,1.25,1.25,1200.0,0.15,400,0.902
170,300,,405.0,700,14.0,29.0,,,16.0,101,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,78.0,21.0,73,1.0,1200.0,0.15,3.5,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.925
1606,200,,270.0,470,21.0,21.0,,,22.5,100,23.5,102,0.2,0.5,103.0,1.5,105.0,0.2,300,0.5,30.0,9.0,5.0,3.0,70.0,3.5,78,1.0,230.0,3.5,3.5,1.5,6.0,65,9.0,45.0,2.0,,,400.0,0.15,360,0.9740000000000001
1330,300,,405.0,700,14.0,30.0,,,16.0,102,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,4.0,,,1200.0,0.15,440,0.93
561,300,,405.0,700,1.0,29.0,,,3.0,101,4.0,103,0.2,5.0,104.0,6.0,105.0,0.2,200,1.0,50.0,9.0,5.0,7.0,80.0,8.0,73,1.0,320.0,3.5,3.5,1.0,10.0,80,12.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.9590000000000001
1878,300,,405.0,700,22.0,29.0,,,0.0,101,1.0,103,0.2,2.0,104.0,3.0,105.0,0.2,200,1.0,50.0,9.0,5.0,4.0,80.0,5.0,73,1.0,320.0,3.5,3.5,1.0,7.0,79,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9129999999999999
374,300,,405.0,700,12.5,41.0,12.666666666666666,80.0,14.0,100,15.0,102,0.2,16.0,102.0,17.0,102.0,0.2,300,0.5,50.0,9.0,5.0,19.0,70.0,19.5,75,0.5,370.0,3.5,3.5,1.5,8.0,58,12.0,30.0,1.5,3.5,,800.0,0.15,440,0.9670000000000001
910,300,,405.0,700,12.5,38.0,12.75,80.0,14.0,100,15.0,103,0.2,16.0,103.0,17.0,104.0,0.2,300,0.5,50.0,9.0,5.0,20.5,70.0,21.0,75,0.5,370.0,3.5,3.5,2.0,8.0,65,10.0,45.0,1.5,1.5,,800.0,0.15,420,0.935
720,300,,405.0,700,6.0,30.0,,,8.0,102,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,79.0,13.0,76,1.0,320.0,3.5,3.5,1.0,15.0,78,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9129999999999999
792,300,,405.0,700,14.0,29.0,,,16.0,102,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,4.0,,,1200.0,0.15,440,0.93
955,300,,405.0,700,18.0,21.0,,,19.0,100,20.0,102,0.2,21.0,104.0,22.0,103.0,0.2,100,1.0,50.0,10.0,5.0,23.5,80.0,0.0,76,1.0,290.0,3.5,3.5,1.0,2.0,65,4.0,45.0,2.0,1.0,,800.0,0.15,400,0.902
1252,300,,405.0,700,14.0,29.0,,,16.0,101,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.971
1685,300,,405.0,700,22.0,29.0,,,0.0,101,1.0,103,0.2,2.0,104.0,3.0,105.0,0.2,200,1.0,50.0,9.0,5.0,4.0,80.0,5.0,73,1.0,320.0,3.5,3.5,1.0,7.0,80,9.0,45.0,1.0,1.5,1.0,1200.0,0.15,400,0.902
1168,300,,405.0,700,6.0,29.0,,,8.0,102,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,78.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,79,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.925
1871,300,,405.0,700,22.0,30.0,,,0.0,102,1.0,103,0.2,2.0,104.0,3.0,106.0,0.2,200,1.0,50.0,9.0,5.0,4.0,78.0,5.0,73,1.0,320.0,3.5,3.5,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.925
1205,300,,405.0,700,22.0,30.0,,,0.0,101,1.0,103,0.2,2.0,105.0,3.0,107.0,0.2,200,1.0,50.0,9.0,5.0,4.0,80.0,5.0,72,1.0,320.0,3.5,3.5,1.0,7.0,79,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.971
869,300,,405.0,700,3.0,21.0,3.5,73.0,5.0,100,6.0,102,0.2,7.0,103.0,8.0,104.0,0.2,300,0.5,50.0,9.0,5.0,13.0,70.0,13.5,75,0.5,330.0,3.5,3.5,1.5,22.0,65,2.0,45.0,1.5,1.5,,800.0,0.15,400,0.922
973,300,,405.0,700,9.5,21.0,,,11.0,100,12.0,101,0.2,13.0,104.0,14.0,105.0,0.2,200,0.3333333333333333,30.0,9.0,5.0,14.833333333333334,70.0,15.333333333333334,78,0.6666666666666666,290.0,3.5,3.5,0.8333333333333334,17.0,65,17.666666666666668,45.0,1.5833333333333333,1.6666666666666667,,900.0,0.15,400,0.879
1156,300,,405.0,700,1.0,29.0,,,3.0,102,4.0,103,0.2,5.0,104.0,6.0,105.0,0.2,200,1.0,50.0,9.0,5.0,7.0,78.0,8.0,73,1.0,320.0,3.5,3.5,1.0,10.0,80,12.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.9470000000000001
1944,300,,405.0,700,14.0,27.0,,,16.0,101,17.0,104,0.2,18.0,105.0,19.0,106.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,4.0,,,1200.0,0.15,460,0.985
1072,300,,405.0,700,11.0,24.0,,,12.5,100,13.5,100,0.2,14.5,101.0,15.5,103.0,0.2,300,0.5,50.0,10.0,5.0,17.0,70.0,17.5,78,1.0,340.0,3.5,3.5,1.0,0.0,65,3.0,45.0,1.5,1.5,,800.0,0.15,420,0.888
965,300,,405.0,700,17.5,24.0,,,20.0,100,21.0,102,0.2,22.0,100.0,23.0,103.0,0.2,300,0.3333333333333333,30.0,9.0,5.0,23.75,70.0,0.25,77,0.6666666666666666,300.0,3.5,3.5,1.0,1.9166666666666667,65,4.0,45.0,1.5,2.0,,800.0,0.15,420,0.888
775,300,,405.0,700,21.0,30.0,,,23.0,102,0.0,103,0.2,1.0,104.0,2.0,105.0,0.2,200,1.0,50.0,9.0,5.0,3.0,80.0,4.0,73,1.0,320.0,3.5,3.5,1.0,6.0,80,8.0,45.0,4.0,,,1200.0,0.15,440,0.93
325,300,,405.0,700,9.0,21.0,9.5,74.0,11.0,100,12.0,102,0.2,13.0,103.0,14.0,104.0,0.2,300,0.5,50.0,9.0,5.0,17.5,70.0,18.0,75,0.5,300.0,3.5,3.5,1.0,1.5,50,7.5,30.0,1.5,1.5,,800.0,0.15,400,0.8909999999999999
204,300,,405.0,700,14.0,29.0,,,16.0,102,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,79.0,21.0,72,1.0,320.0,3.5,3.5,1.0,23.0,78,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.9470000000000001
85,300,,405.0,700,6.0,29.0,,,8.0,101,9.0,103,0.2,10.0,105.0,11.0,106.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,72,1.0,320.0,3.5,3.5,1.0,15.0,79,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.902
634,300,,405.0,700,22.0,29.0,,,0.0,102,1.0,103,0.2,2.0,104.0,3.0,105.0,0.2,200,1.0,50.0,9.0,5.0,4.0,78.0,5.0,73,1.0,320.0,3.5,3.5,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.983
909,300,,405.0,700,2.0,39.0,2.1666666666666665,80.0,4.666666666666667,100,5.666666666666667,103,0.2,6.666666666666667,103.0,7.666666666666667,102.0,0.2,300,0.5,50.0,9.0,5.0,12.5,70.0,13.0,75,0.5,370.0,3.5,3.5,2.0,22.0,65,2.5,45.0,1.5,1.5,,800.0,0.15,400,0.902
1590,300,,405.0,700,2.0,19.0,,,3.0,100,4.0,104,0.2,5.0,106.0,6.0,106.0,0.2,300,0.5,50.0,9.0,5.0,7.0,,7.5,75,0.5,350.0,3.5,3.5,1.0,9.5,69,11.5,45.0,1.3333333333333333,1.3333333333333333,,800.0,0.15,420,0.935
612,300,,405.0,700,22.0,17.0,,,0.0,100,1.0,102,0.2,2.0,104.0,3.0,104.0,0.2,200,1.0,50.0,9.0,5.0,4.5,80.0,5.5,76,1.0,380.0,3.5,3.5,1.0,8.0,75,10.0,45.0,1.0,1.0,1.0,1200.0,0.15,400,0.8909999999999999
399,300,,405.0,700,14.0,24.0,,,15.0,100,16.0,104,0.2,17.0,106.0,18.0,107.0,0.2,200,0.5,50.0,9.0,5.0,19.0,70.0,19.5,76,1.0,300.0,3.5,3.5,1.0,22.333333333333332,65,0.0,45.0,1.1666666666666667,1.1666666666666667,,800.0,0.15,400,0.902
92,300,,405.0,700,14.0,29.0,,,16.0,102,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9129999999999999
1107,300,,405.0,700,18.0,29.0,,,20.0,101,21.0,102,0.2,22.0,103.0,23.0,104.0,0.2,200,1.0,50.0,9.0,5.0,0.0,78.0,1.0,73,1.0,320.0,3.5,3.5,1.0,3.0,80,5.0,45.0,1.5,1.5,2.0,1200.0,0.15,400,0.925
431,300,125.0,,980,9.0,22.0,,,11.0,100,12.0,102,0.2,13.0,104.0,14.0,107.0,0.2,100,0.5,50.0,9.0,5.0,15.0,79.0,15.5,77,1.0,280.0,3.5,3.5,1.0,17.5,65,19.5,45.0,1.0,1.5,,800.0,0.15,400,0.8909999999999999
780,300,,405.0,700,14.0,30.0,,,16.0,102,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,4.0,,,1200.0,0.15,440,0.93
1144,300,,405.0,700,1.0,29.0,,,3.0,102,4.0,103,0.2,5.0,104.0,6.0,105.0,0.2,200,1.0,50.0,9.0,5.0,7.0,78.0,8.0,73,1.0,320.0,3.5,3.5,1.0,10.0,80,14.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.9570000000000001
1895,300,,405.0,700,22.0,29.0,,,0.0,101,1.0,103,0.2,2.0,104.0,3.0,105.0,0.2,200,1.0,50.0,9.0,5.0,4.0,80.0,5.0,73,1.0,320.0,3.5,3.5,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.8909999999999999
292,300,125.0,,980,4.0,24.0,,,5.5,100,6.5,102,0.2,7.5,102.0,8.5,104.0,0.2,300,0.3333333333333333,50.0,9.0,5.0,12.5,70.0,13.0,78,1.0,310.0,3.5,3.5,1.0,20.5,60,22.5,40.0,1.5,1.5,,800.0,0.15,400,0.879
58,300,,405.0,700,19.0,18.0,,,20.0,100,21.0,105,0.2,22.0,104.0,23.0,106.0,0.2,300,0.5,50.0,9.0,5.0,0.3333333333333333,70.0,0.8333333333333334,75,1.1666666666666667,350.0,3.5,3.5,1.0,3.0,71,4.5,45.0,1.5,1.5,,800.0,0.15,400,0.902
1346,300,,405.0,700,21.0,29.0,,,23.0,102,0.0,103,0.2,1.0,104.0,2.0,105.0,0.2,200,1.0,50.0,9.0,5.0,3.0,80.0,4.0,73,1.0,320.0,3.5,3.5,1.0,6.0,80,8.0,45.0,3.0,,,1200.0,0.15,440,0.93
258,300,,405.0,700,21.0,29.0,,,23.0,101,0.0,102,0.2,1.0,103.0,2.0,104.0,0.2,200,1.0,50.0,9.0,5.0,3.0,80.0,4.0,73,1.0,320.0,3.5,3.5,1.0,6.0,80,8.0,45.0,3.0,,,1200.0,0.15,440,0.943
889,300,,405.0,700,4.0,37.0,4.333333333333333,80.0,6.0,100,7.0,102,0.2,8.0,103.0,9.0,102.0,0.2,300,0.5,50.0,9.0,5.0,12.5,70.0,13.0,75,0.5,330.0,3.5,3.5,2.0,22.0,65,1.0,27.0,1.5,1.5,,800.0,0.15,400,0.902
1942,300,,405.0,700,21.0,30.0,,,23.0,102,0.0,103,0.2,1.0,104.0,2.0,105.0,0.2,200,1.0,50.0,9.0,5.0,3.0,80.0,4.0,73,1.0,320.0,3.5,3.5,1.0,6.0,80,8.0,45.0,4.0,,,1200.0,0.15,440,0.93
